Product_Name,Discounted_Price,Original_Price,Discount,Rating,Reviews,Specifications
Acer Aspire Intel Celeron Dual Core N4500 - (12 GB/256 GB SSD/Windows 11 Home) A324-45-V2 Thin and Lig...,"₹29,990","₹29,999",,3.9,"1,964 Ratings & 181 Reviews",Intel Celeron Dual Core Processor12 GB LPDDR4X RAMWindows 11 Operating System256 GB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Acer Swift Lite 14 Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFL14-54M Thin and Lig...,"₹59,990","₹79,990",25% off,4.1,"1,466 Ratings & 136 Reviews",Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
Acer Swift Go 14 OLED AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) SFG14-73-71BY T...,"₹96,990","₹1,07,999",10% off,4.4,45 Ratings & 10 Reviews,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Acer Swift Neo OLED AI PC Intel Core Ultra 5 115U - (16 GB/512 GB SSD/Windows 11 Home) SFN14-54H Thin ...,"₹56,990","₹99,999",43% off,4.1,"1,466 Ratings & 136 Reviews",Intel Core Ultra 5 Processor16 GB LPDDR5 RAM64 bit Windows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Warranty
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,"₹68,990","₹99,990",31% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Window...,"₹64,990","₹1,14,990",43% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Acer Aspire 3 Backlit Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) A324-51 Thin a...,"₹44,990","₹53,000",15% off,4.2,"3,198 Ratings & 214 Reviews",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Domestic Warranty
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹64,990","₹87,990",26% off,4.4,"1,136 Ratings & 86 Reviews",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70501WS ...,"₹39,990","₹69,990",42% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...,"₹58,990","₹89,990",34% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Lenovo 100e Chromebook Gen 4 MediaTek MediaTek Kompanio 528 - (4 GB/64 GB EMMC Storage/Chrome OS) 82W0...,"₹13,690","₹34,888",60% off,3.9,"1,219 Ratings & 99 Reviews",MediaTek MediaTek Kompanio 528 Processor4 GB LPDDR4X RAMChrome Operating System29.46 cm (11.6 Inch) Display1 Year Carry-in Warranty
Primebook S Wifi MediaTek MT8183 - (4 GB/128 GB EMMC Storage/Prime OS) PB S Wifi Thin and Light Laptop,"₹13,990","₹20,990",33% off,4.1,"1,470 Ratings & 408 Reviews",MediaTek MT8183 Processor4 GB LPDDR4 RAMAndroid Operating System29.46 cm (11.6 Inch) Display1 Year Pick and Drop Warranty
HP 15s AMD Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Lap...,"₹36,999","₹48,286",23% off,4.3,"5,961 Ratings & 475 Reviews","AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office 2019 & Office 365, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ342WS Thi...,"₹41,990","₹54,990",23% off,4.3,"7,143 Ratings & 511 Reviews",Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
ASUS Expertbook P3 Metal High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/...,"₹64,990","₹95,990",32% off,4.3,383 Ratings & 30 Reviews,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Window...,"₹74,990","₹1,29,990",42% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) 14IAH8 Thin and...,"₹60,990","₹78,590",22% off,4.2,728 Ratings & 61 Reviews,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
HP OMEN Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-...,"₹1,25,990","₹1,46,134",13% off,4.4,70 Ratings & 7 Reviews,Intel Core 7 Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD40.64 cm (16 Inch) DisplayMS Office Home 2024 + MISC PC Game Pass DA 3M1 Year Onsite Warranty
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹62,990","₹85,290",26% off,3.9,244 Ratings & 16 Reviews,Intel Core i5 Processor (12th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 20241 Year Onsite Warranty
ASUS Expertbook P1 Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71075W...,"₹64,990","₹1,14,990",43% off,4.2,228 Ratings & 12 Reviews,"Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024, Microsoft 365 Basic1 Year Onsite Warranty"
ASUS Chromebook CX15 Intel Celeron Dual Core N4500 - (8 GB/128 GB EMMC Storage/Chrome OS) CX1505CKA-S7...,"₹23,990",,,4,67 Ratings & 5 Reviews,Intel Celeron Dual Core Processor8 GB LPDDR4X RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (16 GB/512 GB S...","₹42,990","₹54,990",21% off,,,"Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home 2024 (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), One-Month Membership of Adobe Creative Cloud All Apps, McAfee 1 year1 Year Onsite Warranty"
DELL 15 (Core i3 14th Gen) Intel Core 3 100U - (8 GB/512 GB SSD/Windows 11 Home) DC15250 Thin and Ligh...,"₹40,990","₹52,863",22% off,4.4,13 Ratings & 0 Reviews,Intel Core 3 Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD38.1 cm (15 Inch) Display1 Year Onsite Warranty
DELL 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Thin and Light Laptop,"₹35,990","₹47,876",24% off,4.2,"1,222 Ratings & 72 Reviews","Intel Core i3 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ...,"₹39,990","₹69,990",42% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71074WS...,"₹41,990","₹74,990",44% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin...,"₹34,990","₹56,990",38% off,4.3,"7,750 Ratings & 607 Reviews",Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
MICROSOFT Laptop Go 3 Intel Core i5 12th Gen 1235U - (8 GB/256 GB SSD/Windows 11 Home) XK1-00045 Thin ...,"₹69,990","₹80,999",13% off,4.3,118 Ratings & 15 Reviews,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System256 GB SSD31.5 cm (12.4 Inch) Touchscreen Display1 Year Onsite Warranty
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,"₹68,990","₹99,990",31% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Window...,"₹64,990","₹1,14,990",43% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
DELL 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) 3535 Thin and Light Laptop,"₹39,990","₹48,982",18% off,4.4,54 Ratings & 3 Reviews,"AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service"
Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,"₹69,990","₹1,11,890",37% off,4.4,568 Ratings & 55 Reviews,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Ho...","₹54,209","₹69,990",22% off,4.2,"8,789 Ratings & 486 Reviews",Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,"₹1,46,990","₹1,57,999",6% off,4.4,40 Ratings & 1 Reviews,Intel Core i7 Processor (14th Gen)16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display1 Year International Travelers Warranty (ITW)
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70501WS ...,"₹39,990","₹69,990",42% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...,"₹58,990","₹89,990",34% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Acer Aspire 3 Intel Celeron Dual Core N4500 - (8 GB/512 GB SSD/Windows 11 Home) A325-45 Thin and Light...,"₹29,590","₹33,999",12% off,3.9,"3,683 Ratings & 279 Reviews",Intel Celeron Dual Core Processor8 GB LPDDR4X RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year International Travelers Warranty (ITW)
"MICROSOFT Surface Pro 12"" with Type Cover Core 8 Qualcomm Snapdragon X Plus - (16 GB/512 GB SSD/Window...","₹1,12,822","₹1,18,198",4% off,,,Qualcomm Snapdragon X Plus Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System512 GB SSD30.48 cm (12 inch) Touchscreen DisplayNA1 Year Limited Warranty
ASUS Expertbook P3 Metal High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/...,"₹64,990","₹95,990",32% off,4.3,383 Ratings & 30 Reviews,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Window...,"₹74,990","₹1,29,990",42% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Primebook 2 Max (2025) in-Built AI MediaTek Helio G99 (MT8781) - (8 GB/256 GB/Android 15) PBG9915256#3...,"₹22,990","₹34,990",34% off,4.4,481 Ratings & 152 Reviews,MediaTek Helio G99 (MT8781) Processor8 GB LPDDR4X RAM64 bit Android Operating System39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
HP Intel Core i3 N305 - (8 GB/Chrome OS) 15a-nb0002TU Chromebook,"₹31,990","₹57,569",44% off,,,Intel Core i3 Processor8 GB LPDDR5 RAMChrome Operating System39.62 cm (15.6 Inch) Display1 Year Onsite warranty
Lenovo Yoga Slim 6 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home) 14IRH8 Thin and Li...,"₹80,899","₹1,37,090",40% off,,,Intel Core i7 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
Acer AMD Ryzen 7 Octa Core 5th Gen - (16 GB/512 GB SSD/Windows 11 Home) UN.31ZSI.013 Laptop,"₹46,938","₹59,999",21% off,,,AMD Ryzen 7 Octa Core Processor (5th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 YEAR
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1403CVA-S60343WS ...,"₹39,990","₹69,990",42% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) P1503CVA-S71074WS...,"₹41,990","₹74,990",44% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,"₹59,990","₹89,990",33% off,4.4,289 Ratings & 26 Reviews,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display2 Year Onsite Warranty
realme Book (Slim) Intel Core i3 11th Gen 1115G4 - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and...,"₹40,990","₹54,999",25% off,4.4,"15,790 Ratings & 2,163 Reviews",Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 Inch) DisplayNo1 Year Domestic Warranty
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,"₹68,990","₹99,990",31% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (32 GB/512 GB SSD/Window...,"₹64,990","₹1,14,990",43% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
"MICROSOFT Surface Pro 12"" with Pen Core 8 Qualcomm Snapdragon X Plus - (16 GB/256 GB SSD/Windows 11 Ho...","₹1,01,902","₹1,06,898",4% off,,,Qualcomm Snapdragon X Plus Processor16 GB LPDDR5X RAM64 bit Windows 11 Operating System256 GB SSD30.48 cm (12 inch) Touchscreen DisplayNA1 Year Limited Warranty
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹59,990","₹84,999",29% off,4.3,"2,445 Ratings & 170 Reviews",Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty
DELL G15 Intel Core i7 13th Gen 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,"₹1,07,390","₹1,20,000",10% off,4.1,30 Ratings & 2 Reviews,"Intel Core i7 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayAlienware Command Center,Dell Support Assist)1 Year Basic Onsite Service after remote diagnosis with Hardware-Only Support"
Apple MacBook Pro M3 Max - (48 GB/1 TB SSD/macOS Sonoma) MUW63HN/A,"₹3,72,990","₹3,89,900",4% off,4,4 Ratings & 1 Reviews,"Apple M3 Max Processor48 GB Unified Memory RAMMac OS Operating System1 TB SSD40.64 cm (16 Inch) DisplayBuilt-in Apps- App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos1 Year Limited Warranty"
ASUS Expertbook P1 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) P1503CVA-S70501WS ...,"₹39,990","₹69,990",42% off,4.3,"4,634 Ratings & 392 Reviews","Intel Core i3 Processor (13th Gen)8 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Window...,"₹58,990","₹89,990",34% off,4.3,"4,408 Ratings & 339 Reviews","Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MW0X3HN/A,"₹1,14,990","₹1,19,900",4% off,4.7,"2,315 Ratings & 156 Reviews","Apple M4 Processor16 GB Unified Memory RAMMac OS Operating System512 GB SSD34.54 cm (13.6 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, iPhone Mirroring, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Passwords, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Stocks, Time Machine, Tips, TV, Voice Memos, Weather1 Year Limited Warranty"
Lenovo IdeaPad Slim 3 Backlit Keyboard with MSO'2024 Intel Core 5 210H - (24 GB/1 TB SSD/Windows 11 Ho...,"₹69,990","₹91,890",23% off,4.5,17 Ratings & 2 Reviews,Intel Core 5 Processor24 GB DDR5 RAMWindows 11 Home Operating System1 TB SSD38.86 cm (15.3 Inch) DisplayOffice Home 20241 Year Onsite Warranty
ASUS Expertbook P3 Metal High-performance processor Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/...,"₹64,990","₹95,990",32% off,4.3,383 Ratings & 30 Reviews,"Intel Core i5 Processor (13th Gen)16 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (32 GB/512 GB SSD/Window...,"₹74,990","₹1,29,990",42% off,4.3,842 Ratings & 69 Reviews,"Intel Core i7 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Home Operating System512 GB SSD35.56 cm (14 Inch) DisplayIncluded Software- Microsoft Office Home 2024(includes Word, Excel, PowerPoint, and OneNote) (Lifetime Validity ) + Microsoft 365 Basic*(1-Year Validity), McAfee+TM Premium (1 year Validity)1 Year Onsite Warranty"
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,"₹33,590","₹69,990",52% off,,,Intel Core i7 Processor (12th Gen)16 GB LPDDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty
Lenovo Yoga Slim 7 Ultra 7 155H WUXGA OLED Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home) ...,"₹95,990","₹1,53,190",37% off,4.3,101 Ratings & 5 Reviews,Intel Core Ultra 7 Processor16 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1 Year Carry-in Warranty
